Species_Code,DBH,Latitude,Longitude
PIST,1.30,41.98972,-72.12845
TSCA,28.40,41.98972,-72.13045
TSCA,31.00,41.98972,-72.12963
PIST,4.80,41.98972,-72.12853
PIST,1.50,41.98972,-72.12847
PIST,3.80,41.98972,-72.12856
PIST,3.50,41.98972,-72.12854
PIST,1.50,41.98972,-72.12850
PIST,1.00,41.98972,-72.12844
PIST,1.50,41.98972,-72.12836
TSCA,24.40,41.98972,-72.12965
PIST,3.10,41.98972,-72.12857
PIST,2.80,41.98972,-72.12856
PIST,1.80,41.98972,-72.12850
PIST,1.50,41.98972,-72.12837
PIST,1.90,41.98972,-72.12851
PIST,1.60,41.98972,-72.12842
TSCA,28.10,41.98973,-72.13028
ACRU,30.80,41.98973,-72.12942
PIST,2.30,41.98973,-72.12856
PIST,1.80,41.98973,-72.12855
TSCA,39.40,41.98973,-72.12988
TSCA,19.30,41.98973,-72.13001
PIST,1.00,41.98973,-72.12842
PIST,1.30,41.98973,-72.12860
PIST,1.80,41.98973,-72.12854
PIST,2.60,41.98973,-72.12854
PIST,1.70,41.98973,-72.12854
PIST,1.60,41.98973,-72.12837
BELE,20.50,41.98973,-72.13015
PIST,2.80,41.98973,-72.12850
PIST,1.70,41.98973,-72.12840
PIST,1.40,41.98973,-72.12836
PIST,3.50,41.98973,-72.12855
ACRU,24.40,41.98973,-72.12967
PIST,2.20,41.98973,-72.12857
PIST,1.50,41.98973,-72.12857
PIST,2.50,41.98973,-72.12853
TSCA,23.00,41.98973,-72.13022
TSCA,21.00,41.98973,-72.12989
PIST,1.10,41.98973,-72.12839
ACRU,19.70,41.98973,-72.13063
TSCA,15.00,41.98973,-72.13007
ACRU,10.60,41.98973,-72.12920
PIST,2.40,41.98973,-72.12857
PIST,2.10,41.98973,-72.12854
PIST,2.40,41.98973,-72.12854
PIST,2.00,41.98973,-72.12848
PIST,1.80,41.98973,-72.12845
PIST,1.10,41.98973,-72.12844
PIST,2.70,41.98974,-72.12857
PIST,4.40,41.98974,-72.12855
PIST,2.00,41.98974,-72.12850
TSCA,26.40,41.98974,-72.12902
PIST,2.20,41.98974,-72.12857
PIST,3.90,41.98974,-72.12855
PIST,1.50,41.98974,-72.12847
BELE,19.50,41.98974,-72.12841
PIST,68.00,41.98974,-72.12876
PIST,1.30,41.98974,-72.12855
PIST,2.00,41.98974,-72.12853
PIST,1.30,41.98974,-72.12834
PIST,1.00,41.98974,-72.12881
PIST,4.00,41.98974,-72.12859
PIST,2.40,41.98974,-72.12847
PIST,1.80,41.98974,-72.12842
QURU,47.60,41.98974,-72.12982
PIST,3.00,41.98974,-72.12858
PIST,1.10,41.98974,-72.12840
PIST,1.30,41.98974,-72.12837
PIST,1.20,41.98974,-72.12837
PIST,1.60,41.98974,-72.12853
PIST,2.40,41.98974,-72.12852
PIST,1.50,41.98974,-72.12851
TSCA,15.50,41.98974,-72.12994
PIST,69.90,41.98974,-72.12919
PIST,1.90,41.98974,-72.12859
PIST,2.60,41.98974,-72.12852
PIST,1.30,41.98974,-72.12842
PIST,1.00,41.98974,-72.12836
TSCA,47.90,41.98974,-72.12868
PIST,2.10,41.98974,-72.12858
PIST,1.10,41.98974,-72.12837
PIST,1.70,41.98974,-72.12835
PIST,1.50,41.98974,-72.12835
PIST,2.60,41.98974,-72.12856
PIST,2.00,41.98974,-72.12853
BELE,22.70,41.98974,-72.12845
TSCA,22.00,41.98974,-72.13002
QURU,48.60,41.98974,-72.12981
PIST,1.10,41.98974,-72.12847
PIST,1.70,41.98974,-72.12847
ACRU,8.20,41.98974,-72.12838
ACRU,20.30,41.98975,-72.12968
TSCA,20.70,41.98975,-72.13064
BELE,22.20,41.98975,-72.12996
PIST,5.30,41.98975,-72.12857
PIST,1.00,41.98975,-72.12848
QURU,55.00,41.98975,-72.12844
PIST,1.00,41.98975,-72.12842
PIST,1.00,41.98975,-72.12841
PIST,1.20,41.98975,-72.12835
BELE,24.70,41.98975,-72.12988
BELE,1.00,41.98975,-72.12975
PIST,3.20,41.98975,-72.12860
PIST,1.00,41.98975,-72.12842
PIST,1.50,41.98975,-72.12834
PIST,2.00,41.98975,-72.12850
PIST,3.00,41.98975,-72.12849
PIST,2.40,41.98975,-72.12849
PIST,2.40,41.98975,-72.12849
TSCA,14.10,41.98975,-72.13046
TSCA,32.50,41.98975,-72.13043
PIST,1.70,41.98975,-72.12851
PIST,1.20,41.98975,-72.12835
PIST,74.40,41.98975,-72.12886
PIST,1.00,41.98975,-72.12851
TSCA,33.90,41.98975,-72.12994
ACRU,17.80,41.98975,-72.12932
PIST,1.80,41.98975,-72.12852
PIST,1.50,41.98975,-72.12835
PIST,3.10,41.98975,-72.12857
PIST,2.20,41.98975,-72.12852
PIST,1.70,41.98975,-72.12849
PIST,1.50,41.98975,-72.12848
PIST,1.30,41.98975,-72.12848
PIST,2.30,41.98975,-72.12840
PIST,1.30,41.98975,-72.12837
TSCA,17.00,41.98975,-72.12996
BELE,35.10,41.98975,-72.12991
PIST,1.70,41.98975,-72.12854
PIST,1.30,41.98975,-72.12848
PIST,1.10,41.98975,-72.12845
PIST,1.90,41.98975,-72.12842
PIST,1.30,41.98975,-72.12834
PIST,3.10,41.98975,-72.12855
PIST,3.00,41.98975,-72.12852
PIST,1.30,41.98975,-72.12852
PIST,1.50,41.98975,-72.12835
PIST,1.10,41.98975,-72.12835
PIST,1.50,41.98976,-72.12859
PIST,1.00,41.98976,-72.12834
TSCA,45.10,41.98976,-72.13051
TSCA,32.50,41.98976,-72.13021
TSCA,52.20,41.98976,-72.13013
PIST,1.10,41.98976,-72.12844
TSCA,20.10,41.98976,-72.12988
BELE,32.30,41.98976,-72.12960
ACRU,17.30,41.98976,-72.12890
PIST,2.20,41.98976,-72.12854
PIST,2.40,41.98976,-72.12853
BELE,31.80,41.98976,-72.12850
PIST,1.30,41.98976,-72.12845
TSCA,7.00,41.98976,-72.13055
TSCA,35.80,41.98976,-72.13036
TSCA,26.60,41.98976,-72.13036
PIST,28.20,41.98976,-72.12927
TSCA,28.30,41.98976,-72.12890
PIST,1.80,41.98976,-72.12857
PIST,2.00,41.98976,-72.12856
PIST,1.40,41.98976,-72.12834
PIST,1.50,41.98976,-72.12834
PIST,53.30,41.98976,-72.12931
ACRU,19.50,41.98976,-72.12870
PIST,1.20,41.98976,-72.12835
PIST,3.10,41.98976,-72.12857
QURU,36.00,41.98976,-72.13018
PIST,2.10,41.98976,-72.12851
PIST,2.10,41.98976,-72.12845
TSCA,24.70,41.98976,-72.13066
PIST,1.70,41.98976,-72.12856
PIST,1.10,41.98976,-72.12853
TSCA,27.30,41.98976,-72.13025
QURU,42.20,41.98976,-72.12968
TSCA,36.00,41.98976,-72.12906
PIST,2.20,41.98976,-72.12861
PIST,1.60,41.98976,-72.12858
PIST,2.90,41.98976,-72.12853
TSCA,7.40,41.98977,-72.13056
TSCA,19.60,41.98977,-72.12992
PIST,47.00,41.98977,-72.12976
PIST,4.50,41.98977,-72.12859
PIST,2.70,41.98977,-72.12853
PIST,1.10,41.98977,-72.12837
PIST,1.00,41.98977,-72.12837
ACRU,32.90,41.98977,-72.13028
PIST,1.10,41.98977,-72.12850
PIST,1.10,41.98977,-72.12837
TSCA,14.90,41.98977,-72.13055
TSCA,20.80,41.98977,-72.13036
PIST,1.00,41.98977,-72.12844
PIST,1.00,41.98977,-72.12834
PIST,1.30,41.98977,-72.12833
TSCA,48.30,41.98977,-72.12936
PIST,2.10,41.98977,-72.12860
PIST,1.80,41.98977,-72.12849
TSCA,19.40,41.98977,-72.13016
TSCA,8.20,41.98977,-72.13067
PIST,1.00,41.98977,-72.12840
ACRU,31.00,41.98977,-72.13072
PIST,18.50,41.98977,-72.12971
PIST,1.50,41.98977,-72.12851
PIST,1.50,41.98977,-72.12849
PIST,1.60,41.98977,-72.12843
PIST,1.60,41.98977,-72.12850
PIST,2.00,41.98977,-72.12849
PIST,1.20,41.98977,-72.12848
PIST,2.10,41.98977,-72.12848
PIST,1.50,41.98977,-72.12857
PIST,1.50,41.98977,-72.12856
PIST,1.00,41.98977,-72.12848
ACRU,16.50,41.98977,-72.12998
ACRU,21.50,41.98977,-72.12962
TSCA,40.30,41.98977,-72.12900
PIST,1.60,41.98977,-72.12853
PIST,1.00,41.98977,-72.12843
TSCA,22.40,41.98978,-72.13078
ACRU,19.50,41.98978,-72.13002
PIST,1.50,41.98978,-72.12859
PIST,2.20,41.98978,-72.12857
TSCA,36.30,41.98978,-72.12954
PIST,1.70,41.98978,-72.12859
PIST,1.70,41.98978,-72.12858
PIST,5.10,41.98978,-72.12857
PIST,1.00,41.98978,-72.12850
PIST,1.60,41.98978,-72.12848
PIST,1.60,41.98978,-72.12846
PIST,1.60,41.98978,-72.12845
PIST,1.20,41.98978,-72.12843
TSCA,35.00,41.98978,-72.12962
PIST,1.70,41.98978,-72.12858
PIST,4.80,41.98978,-72.12858
PIST,1.50,41.98978,-72.12851
PIST,1.20,41.98978,-72.12845
TSCA,12.60,41.98978,-72.12905
PIST,2.90,41.98978,-72.12860
PIST,1.40,41.98978,-72.12850
PIST,1.80,41.98978,-72.12851
PIST,1.30,41.98978,-72.12850
PIST,1.10,41.98978,-72.12850
PIST,1.70,41.98978,-72.12843
PIST,1.90,41.98978,-72.12858
PIST,1.50,41.98978,-72.12853
PIST,1.30,41.98978,-72.12853
TSCA,11.00,41.98978,-72.13056
TSCA,49.80,41.98978,-72.12879
PIST,1.20,41.98978,-72.12853
PIST,1.20,41.98978,-72.12850
PIST,1.20,41.98978,-72.12840
PIST,4.00,41.98978,-72.12857
TSCA,24.10,41.98978,-72.13044
TSCA,35.70,41.98978,-72.12983
PIST,1.00,41.98978,-72.12860
PIST,1.50,41.98978,-72.12858
PIST,1.60,41.98978,-72.12853
PIST,1.20,41.98978,-72.12848
PIST,1.90,41.98979,-72.12861
PIST,1.00,41.98979,-72.12855
PIST,1.20,41.98979,-72.12855
TSCA,7.20,41.98979,-72.13056
PIST,2.00,41.98979,-72.12864
PIST,1.50,41.98979,-72.12862
PIST,3.90,41.98979,-72.12860
PIST,2.80,41.98979,-72.12858
PIST,2.30,41.98979,-72.12852
TSCA,18.00,41.98979,-72.13017
QURU,70.30,41.98979,-72.12930
PIST,1.70,41.98979,-72.12858
PIST,1.40,41.98979,-72.12850
PIST,1.30,41.98979,-72.12843
TSCA,44.00,41.98979,-72.13064
PIST,24.70,41.98979,-72.12924
BELE,1.10,41.98979,-72.12920
PIST,2.00,41.98979,-72.12856
PIST,1.50,41.98979,-72.12851
ACRU,12.10,41.98979,-72.12961
PIST,2.70,41.98979,-72.12855
TSCA,36.10,41.98979,-72.13060
PIST,1.50,41.98979,-72.12853
PIST,1.20,41.98979,-72.12845
TSCA,26.70,41.98979,-72.13059
PIST,1.50,41.98979,-72.12860
TSCA,9.30,41.98979,-72.13066
BELE,20.50,41.98979,-72.13054
PIST,21.60,41.98979,-72.12981
PIST,1.10,41.98979,-72.12859
PIST,1.40,41.98979,-72.12853
TSCA,23.00,41.98979,-72.12971
TSCA,31.80,41.98979,-72.12906
PIST,19.40,41.98979,-72.12892
ACRU,10.40,41.98979,-72.12887
PIST,2.10,41.98979,-72.12859
BELE,20.70,41.98979,-72.13054
TSCA,42.60,41.98979,-72.13041
TSCA,49.80,41.98979,-72.13014
TSCA,46.50,41.98979,-72.13001
PIST,47.60,41.98979,-72.12953
ACRU,6.10,41.98979,-72.12925
PIST,1.50,41.98979,-72.12848
QURU,36.70,41.98980,-72.12884
PIST,2.40,41.98980,-72.12859
PIST,66.70,41.98980,-72.13030
PIST,3.20,41.98980,-72.12851
PIST,1.30,41.98980,-72.12850
PIST,1.50,41.98980,-72.12863
PIST,1.40,41.98980,-72.12853
PIST,2.10,41.98980,-72.12850
PIST,1.90,41.98980,-72.12849
PIST,1.80,41.98980,-72.12848
PIST,4.70,41.98980,-72.12856
PIST,2.40,41.98980,-72.12855
TSCA,21.10,41.98980,-72.13059
TSCA,17.50,41.98980,-72.12969
TSCA,19.30,41.98980,-72.12953
PIST,2.20,41.98980,-72.12852
TSCA,13.00,41.98980,-72.13035
TSCA,35.00,41.98980,-72.13021
PIST,64.80,41.98980,-72.12960
BELE,29.00,41.98980,-72.12866
PIST,2.10,41.98980,-72.12862
PIST,1.10,41.98980,-72.12855
PIST,1.10,41.98980,-72.12851
PIST,1.40,41.98980,-72.12850
PIST,2.10,41.98980,-72.12848
PIST,66.00,41.98980,-72.13029
PIST,1.40,41.98980,-72.12852
ACRU,35.80,41.98980,-72.12897
PIST,1.40,41.98980,-72.12862
PIST,3.60,41.98980,-72.12857
PIST,1.40,41.98980,-72.12856
PIST,1.50,41.98980,-72.12853
PIST,1.90,41.98980,-72.12852
PIST,1.30,41.98980,-72.12848
PIST,51.30,41.98981,-72.12950
PIST,2.00,41.98981,-72.12864
PIST,3.00,41.98981,-72.12860
PIST,1.60,41.98981,-72.12852
TSCA,21.50,41.98981,-72.12927
PIST,2.90,41.98981,-72.12855
PIST,1.10,41.98981,-72.12853
PIST,1.90,41.98981,-72.12850
TSCA,21.00,41.98981,-72.12909
PIST,2.50,41.98981,-72.12860
PIST,2.50,41.98981,-72.12860
PIST,2.10,41.98981,-72.12855
PIST,1.20,41.98981,-72.12852
PIST,1.80,41.98981,-72.12859
PIST,1.00,41.98981,-72.12852
TSCA,54.40,41.98981,-72.13067
TSCA,5.10,41.98981,-72.12921
PIST,1.30,41.98981,-72.12860
PIST,2.70,41.98981,-72.12859
PIST,1.40,41.98981,-72.12852
TSCA,24.70,41.98981,-72.12991
TSCA,36.40,41.98981,-72.12959
PIST,1.00,41.98981,-72.12859
PIST,3.40,41.98981,-72.12858
PIST,1.50,41.98981,-72.12856
PIST,1.60,41.98981,-72.12855
PIST,1.30,41.98981,-72.12855
PIST,2.00,41.98981,-72.12858
PIST,1.70,41.98981,-72.12856
QURU,41.60,41.98981,-72.12886
PIST,1.10,41.98981,-72.12860
PIST,1.60,41.98981,-72.12860
QURU,45.20,41.98981,-72.12956
PIST,2.60,41.98981,-72.12860
PIST,3.20,41.98981,-72.12857
PIST,1.10,41.98982,-72.12860
PIST,2.30,41.98982,-72.12858
PIST,2.10,41.98982,-72.12857
PIST,1.10,41.98982,-72.12857
ACRU,35.50,41.98982,-72.13010
PIST,1.10,41.98982,-72.12861
PIST,1.50,41.98982,-72.12861
PIST,2.50,41.98982,-72.12860
PIST,1.80,41.98982,-72.12859
PIST,1.60,41.98982,-72.12859
QURU,40.50,41.98982,-72.12988
TSCA,30.40,41.98982,-72.12982
PIST,2.20,41.98982,-72.12859
PIST,4.10,41.98982,-72.12859
BELE,23.50,41.98982,-72.12902
BELE,13.10,41.98982,-72.12864
ACRU,53.50,41.98982,-72.12970
PIST,58.70,41.98982,-72.12918
PIST,3.50,41.98982,-72.12862
TSCA,22.50,41.98982,-72.12972
QURU,55.50,41.98982,-72.12977
TSCA,33.10,41.98982,-72.12984
PIST,4.00,41.98982,-72.12860
TSCA,43.00,41.98983,-72.13064
TSCA,25.20,41.98983,-72.13008
PIST,42.20,41.98983,-72.12962
PIST,43.90,41.98983,-72.12954
TSCA,14.80,41.98983,-72.13058
TSCA,24.10,41.98983,-72.12946
TSCA,30.00,41.98983,-72.12893
TSCA,16.00,41.98983,-72.13077
TSCA,4.30,41.98983,-72.13076
TSCA,15.00,41.98983,-72.13009
TSCA,42.00,41.98983,-72.12933
PIST,65.00,41.98983,-72.13053
TSCA,36.10,41.98983,-72.13048
BELE,33.30,41.98983,-72.13014
TSCA,37.00,41.98984,-72.12989
QURU,36.80,41.98984,-72.12986
TSCA,30.00,41.98984,-72.12957
TSCA,29.90,41.98984,-72.12947
TSCA,16.50,41.98984,-72.12982
PIST,70.10,41.98984,-72.12949
TSCA,27.40,41.98984,-72.12910
TSCA,13.70,41.98984,-72.13072
TSCA,11.90,41.98984,-72.13071
TSCA,26.00,41.98984,-72.13048
PIST,40.70,41.98984,-72.13014
TSCA,28.50,41.98985,-72.12971
BELE,4.30,41.98985,-72.12919
TSCA,9.00,41.98985,-72.13068
BELE,28.50,41.98985,-72.12981
TSCA,25.00,41.98985,-72.13049
TSCA,34.70,41.98985,-72.13025
QURU,35.60,41.98985,-72.12883
TSCA,4.20,41.98985,-72.12910
TSCA,32.00,41.98985,-72.13042
TSCA,6.60,41.98985,-72.13008
TSCA,19.30,41.98985,-72.12938
TSCA,19.60,41.98985,-72.12910
ACRU,14.00,41.98985,-72.12976
TSCA,16.20,41.98985,-72.13010
ACRU,15.60,41.98985,-72.12958
TSCA,41.80,41.98985,-72.12936
PIST,58.20,41.98985,-72.12908
TSCA,48.10,41.98985,-72.13067
ACRU,24.50,41.98985,-72.13057
TSCA,14.10,41.98986,-72.12984
TSCA,21.00,41.98986,-72.13006
TSCA,33.90,41.98986,-72.12997
BELE,29.40,41.98986,-72.13004
TSCA,42.00,41.98987,-72.13029
BELE,27.00,41.98987,-72.13021
TSCA,46.10,41.98987,-72.12980
TSCA,48.10,41.98987,-72.13067
TSCA,28.80,41.98987,-72.13060
PIST,48.70,41.98987,-72.12961
ACRU,6.10,41.98987,-72.12923
TSCA,5.30,41.98987,-72.13005
TSCA,18.80,41.98987,-72.12958
TSCA,13.30,41.98987,-72.12982
TSCA,25.80,41.98987,-72.13056
PIST,79.00,41.98987,-72.13041
TSCA,19.50,41.98987,-72.13004
BELE,20.40,41.98987,-72.12983
QURU,28.50,41.98987,-72.12935
TSCA,8.40,41.98987,-72.13014
TSCA,21.00,41.98988,-72.13032
TSCA,11.00,41.98988,-72.12988
TSCA,32.10,41.98988,-72.13046
TSCA,27.50,41.98988,-72.13027
TSCA,49.50,41.98988,-72.12987
TSCA,36.60,41.98988,-72.13027
TSCA,31.50,41.98988,-72.13050
TSCA,35.10,41.98988,-72.12983
TSCA,20.90,41.98988,-72.13031
TSCA,15.80,41.98988,-72.13028
TSCA,17.80,41.98988,-72.12980
TSCA,28.70,41.98989,-72.13062
TSCA,6.80,41.98989,-72.13013
TSCA,32.30,41.98989,-72.12991
ACRU,16.90,41.98989,-72.13053
BELE,31.30,41.98989,-72.12983
TSCA,17.40,41.98989,-72.12984
TSCA,27.70,41.98989,-72.13012
TSCA,21.90,41.98989,-72.13006
BELE,22.70,41.98989,-72.12986
TSCA,23.00,41.98989,-72.13029
PIST,48.90,41.98989,-72.13029
TSCA,49.20,41.98989,-72.13013
TSCA,33.20,41.98989,-72.12936
TSCA,45.80,41.98990,-72.13002
QURU,36.40,41.98990,-72.13000
QURU,46.50,41.98990,-72.12958
TSCA,11.80,41.98990,-72.12935
TSCA,8.90,41.98990,-72.12928
PIST,53.70,41.98990,-72.12964
TSCA,15.00,41.98990,-72.12983
TSCA,37.70,41.98990,-72.12941
BELE,27.50,41.98990,-72.13015
TSCA,33.50,41.98990,-72.13002
TSCA,14.60,41.98990,-72.12985
TSCA,25.20,41.98990,-72.12949
TSCA,28.00,41.98990,-72.12930
TSCA,9.00,41.98990,-72.13068
TSCA,10.90,41.98990,-72.12978
TSCA,17.50,41.98990,-72.12945
TSCA,12.80,41.98990,-72.12928
TSCA,45.30,41.98991,-72.12943
QURU,35.70,41.98991,-72.12951
TSCA,26.10,41.98991,-72.13073
PIST,64.90,41.98991,-72.13035
TSCA,11.60,41.98991,-72.13025
TSCA,38.20,41.98991,-72.13009
TSCA,15.10,41.98991,-72.12980
TSCA,25.80,41.98991,-72.13040
TSCA,32.00,41.98991,-72.13019
TSCA,25.30,41.98991,-72.13004
ACRU,13.60,41.98991,-72.12953
TSCA,11.30,41.98991,-72.12951
TSCA,25.00,41.98991,-72.13049
TSCA,18.20,41.98991,-72.13037
TSCA,24.80,41.98992,-72.13062
PIST,79.90,41.98992,-72.13070
PIST,53.20,41.98992,-72.13055
TSCA,16.80,41.98992,-72.13059
TSCA,26.60,41.98992,-72.13058
TSCA,76.80,41.98992,-72.13051
TSCA,14.30,41.98992,-72.13041
ACRU,31.70,41.98992,-72.12949
TSCA,16.80,41.98992,-72.13059
PIST,57.50,41.98992,-72.13043
TSCA,15.50,41.98993,-72.13060
TSCA,47.80,41.98993,-72.13072
TSCA,44.80,41.98993,-72.12984
PIST,35.00,41.98993,-72.13033
TSCA,16.00,41.98993,-72.13044
TSCA,33.10,41.98993,-72.12952
TSCA,13.20,41.98993,-72.13055
TSCA,36.00,41.98993,-72.13026
TSCA,12.90,41.98993,-72.13032
TSCA,18.20,41.98994,-72.13047
TSCA,42.50,41.98994,-72.13029
PIST,67.70,41.98994,-72.13034
TSCA,33.70,41.98994,-72.12977
TSCA,45.50,41.98994,-72.13062
TSCA,46.10,41.98995,-72.13010
ACRU,26.80,41.98995,-72.13035
QURU,44.80,41.98995,-72.13006
TSCA,34.80,41.98995,-72.13015
QURU,48.80,41.98995,-72.13065
TSCA,62.10,41.98995,-72.12983
TSCA,41.60,41.98995,-72.12982
TSCA,19.90,41.98995,-72.13056
TSCA,35.10,41.98996,-72.13036
TSCA,10.50,41.98996,-72.13058
TSCA,12.40,41.98996,-72.13043
QURU,36.90,41.98996,-72.13052
TSCA,22.80,41.98996,-72.12966
PIST,1.20,41.98996,-72.12829
PIST,1.00,41.98997,-72.12831
PIST,1.20,41.98997,-72.12831
TSCA,21.70,41.98997,-72.13012
TSCA,18.70,41.98997,-72.12976
TSCA,10.80,41.98997,-72.13060
TSCA,35.20,41.98997,-72.13053
TSCA,38.90,41.98997,-72.13048
TSCA,22.30,41.98997,-72.13028
TSCA,14.80,41.98998,-72.13069
TSCA,35.30,41.98998,-72.13056
TSCA,28.60,41.98998,-72.12955
TSCA,17.30,41.98998,-72.13037
PIST,1.20,41.98999,-72.12835
TSCA,41.50,41.98999,-72.13065
TSCA,26.60,41.98999,-72.13054
ACRU,30.90,41.98999,-72.13005
BELE,38.40,41.99000,-72.13008
PIST,59.30,41.99000,-72.12955
BELE,1.50,41.99000,-72.12834
TSCA,31.10,41.99000,-72.13008
PIST,1.30,41.99000,-72.12846
PIST,1.30,41.99000,-72.12845
TSCA,37.50,41.99000,-72.12975
PIST,1.40,41.99000,-72.12846
TSCA,45.90,41.99000,-72.13020
PIST,1.40,41.99000,-72.12835
PIST,2.00,41.99001,-72.12846
PIST,2.90,41.99001,-72.12846
TSCA,20.80,41.99001,-72.13035
TSCA,14.10,41.99001,-72.13024
PIST,1.80,41.99001,-72.12837
TSCA,43.30,41.99001,-72.12976
TSCA,43.60,41.99001,-72.12969
BELE,28.20,41.99002,-72.13027
TSCA,23.00,41.99002,-72.13001
PIST,1.50,41.99002,-72.12844
TSCA,11.20,41.99002,-72.13028
PIST,1.70,41.99002,-72.12843
PIST,1.70,41.99002,-72.12851
PIST,1.00,41.99002,-72.12835
PIST,1.10,41.99002,-72.12851
PIST,1.80,41.99002,-72.12845
PIST,1.60,41.99002,-72.12843
PIST,2.10,41.99002,-72.12843
PIST,1.50,41.99002,-72.12837
PIST,1.10,41.99002,-72.12851
PIST,1.60,41.99002,-72.12850
TSCA,35.20,41.99003,-72.13050
PIST,2.60,41.99003,-72.12844
PIST,1.40,41.99003,-72.12837
PIST,1.50,41.99003,-72.12850
PIST,1.30,41.99003,-72.12847
PIST,1.00,41.99003,-72.12847
PIST,1.10,41.99003,-72.12845
PIST,1.20,41.99003,-72.12847
TSCA,45.80,41.99003,-72.13001
PIST,1.90,41.99003,-72.12847
TSCA,23.90,41.99003,-72.13030
PIST,1.30,41.99003,-72.12827
TSCA,27.80,41.99004,-72.13013
ACRU,24.10,41.99004,-72.12972
QURU,40.80,41.99004,-72.13031
PIST,1.20,41.99004,-72.12837
PIST,58.80,41.99004,-72.13006
TSCA,49.00,41.99004,-72.12992
BELE,33.70,41.99005,-72.13022
TSCA,36.30,41.99005,-72.13006
ACRU,41.00,41.99005,-72.12957
TSCA,27.90,41.99005,-72.12995
TSCA,25.30,41.99005,-72.13009
PIST,62.10,41.99006,-72.12966
ACRU,31.20,41.99006,-72.13053
TSCA,45.40,41.99006,-72.12952
TSCA,44.30,41.99006,-72.13056
TSCA,25.60,41.99006,-72.13051
TSCA,33.50,41.99006,-72.12988
BELE,21.50,41.99006,-72.13009
TSCA,23.40,41.99006,-72.13002
ACRU,15.60,41.99006,-72.13004
PIST,37.40,41.99007,-72.12995
PIST,64.40,41.99007,-72.12992
TSCA,35.50,41.99007,-72.12989
TSCA,33.40,41.99008,-72.12994
TSCA,34.90,41.99008,-72.12952
TSCA,39.80,41.99008,-72.13020
TSCA,30.80,41.99008,-72.12965
TSCA,40.20,41.99008,-72.13057
QURU,53.00,41.99008,-72.13021
BELE,36.40,41.99008,-72.13021
BELE,28.20,41.99008,-72.13012
TSCA,25.80,41.99008,-72.12965
PIST,79.70,41.99009,-72.13022
PIST,69.50,41.99009,-72.13044
TSCA,6.60,41.99009,-72.12967
TSCA,31.70,41.99009,-72.13037
ACRU,48.60,41.99009,-72.13050
TSCA,10.40,41.99010,-72.12965
PIST,48.00,41.99010,-72.13045
TSCA,33.60,41.99010,-72.12969
TSCA,22.00,41.99010,-72.13027
TSCA,32.20,41.99010,-72.13046
TSCA,16.60,41.99010,-72.13021
QURU,54.90,41.99011,-72.13068
PIST,52.90,41.99011,-72.13046
ACRU,24.00,41.99012,-72.13065
TSCA,29.00,41.99012,-72.13030
TSCA,19.80,41.99012,-72.13023
ACRU,37.90,41.99012,-72.12976
TSCA,46.80,41.99012,-72.12961
TSCA,46.40,41.99012,-72.13049
TSCA,34.50,41.99012,-72.13004
TSCA,26.40,41.99012,-72.12974
TSCA,29.10,41.99013,-72.13020
TSCA,46.00,41.99013,-72.12981
TSCA,31.80,41.99013,-72.12977
BELE,18.30,41.99013,-72.13026
TSCA,33.40,41.99013,-72.13040
TSCA,21.50,41.99013,-72.13029
BELE,19.30,41.99013,-72.13020
ACRU,17.40,41.99015,-72.12826
ACRU,36.90,41.99015,-72.13040
TSCA,24.00,41.99015,-72.13040
TSCA,17.80,41.99015,-72.13007
TSCA,33.80,41.99015,-72.13008
TSCA,37.10,41.99016,-72.13045
TSCA,9.90,41.99016,-72.12967
TSCA,21.10,41.99016,-72.13024
TSCA,27.80,41.99016,-72.13053
ACRU,34.40,41.99016,-72.13056
TSCA,25.10,41.99017,-72.12842
BELE,47.90,41.99017,-72.13023
TSCA,35.50,41.99017,-72.13063
TSCA,48.60,41.99018,-72.13000
TSCA,25.20,41.99018,-72.12832
TSCA,19.00,41.99018,-72.12993
TSCA,32.50,41.99018,-72.12977
TSCA,39.50,41.99018,-72.12953
TSCA,41.30,41.99018,-72.12979
BELE,34.00,41.99018,-72.12988
BELE,15.70,41.99018,-72.12834
TSCA,5.00,41.99019,-72.13024
TSCA,22.30,41.99019,-72.13024
TSCA,58.60,41.99019,-72.13019
ACRU,27.80,41.99020,-72.12828
TSCA,43.50,41.99020,-72.13005
TSCA,18.30,41.99020,-72.12975
BELE,23.80,41.99020,-72.12844
TSCA,16.20,41.99021,-72.12960
TSCA,31.10,41.99021,-72.12946
QURU,38.70,41.99021,-72.12824
TSCA,21.40,41.99021,-72.12835
QURU,56.80,41.99021,-72.12971
TSCA,16.80,41.99021,-72.12974
TSCA,46.90,41.99022,-72.12995
TSCA,23.00,41.99022,-72.13014
BELE,24.60,41.99023,-72.12994
ACRU,23.70,41.99023,-72.12840
PIST,15.60,41.99023,-72.12828
TSCA,46.20,41.99023,-72.13009
TSCA,49.30,41.99023,-72.13039
TSCA,18.00,41.99023,-72.13039
TSCA,29.70,41.99023,-72.13006
TSCA,38.00,41.99023,-72.12984
TSCA,15.40,41.99024,-72.12993
ACRU,35.00,41.99024,-72.13014
BELE,16.20,41.99024,-72.12841
TSCA,52.10,41.99024,-72.12955
TSCA,25.60,41.99025,-72.13018
QURU,84.10,41.99025,-72.12984
PIST,1.10,41.99025,-72.12962
BELE,22.80,41.99025,-72.12972
