UniqueID,start.time,Area,Vtot,Tcham,Pcham,Date,Site,Plot Tag,Plot letter,Person sampling,File name,Notes,start.time_formatted
20200617_1-2-WS_3,2020-06-17T11:46:00.000000Z,507.7,17.848958219333085,26.91,101.325,2020-06-17,YM,1-2,WS,MT & DW,3,NA,2020-06-17 11:46:00 UTC
20200617_1-3-WS_4,2020-06-17T11:57:00.000000Z,507.7,17.848958219333085,26.91,101.325,2020-06-17,YM,1-3,WS,MT & DW,4,NA,2020-06-17 11:57:00 UTC
20200617_2-1-WD_6,2020-06-17T12:28:00.000000Z,507.7,17.848958219333085,26.91,101.325,2020-06-17,YM,2-1,WD,MT & DW,6,NA,2020-06-17 12:28:00 UTC
20200617_2-2-WD_7,2020-06-17T12:36:00.000000Z,507.7,17.848958219333085,26.83,101.325,2020-06-17,YM,2-2,WD,MT & DW,7,NA,2020-06-17 12:36:00 UTC
20200617_2-3-WD_11,2020-06-17T13:55:00.000000Z,507.7,17.848958219333085,27.54,101.325,2020-06-17,YM,2-3,WD,MT & DW,11,NA,2020-06-17 13:55:00 UTC
20200617_1-2-WD_13,2020-06-17T14:26:00.000000Z,507.7,17.848958219333085,27.54,101.325,2020-06-17,YM,1-2,WD,MT & DW,13,NA,2020-06-17 14:26:00 UTC
20200617_1-3-WD_14,2020-06-17T14:34:00.000000Z,507.7,17.848958219333085,27.51,101.325,2020-06-17,YM,1-3,WD,MT & DW,14,NA,2020-06-17 14:34:00 UTC
20200617_1-1-WD_16,2020-06-17T14:53:00.000000Z,507.7,17.848958219333085,27.51,101.325,2020-06-17,YM,1-1,WD,MT & DW,16,NA,2020-06-17 14:53:00 UTC
20200617_2-2-WS_17,2020-06-17T15:02:00.000000Z,507.7,17.848958219333085,27.51,101.325,2020-06-17,YM,2-2,WS,MT & DW,17,NA,2020-06-17 15:02:00 UTC
20200617_2-1-WS_18,2020-06-17T15:11:00.000000Z,507.7,17.848958219333085,27.51,101.325,2020-06-17,YM,2-1,WS,MT & DW,18,NA,2020-06-17 15:11:00 UTC
20200617_2-3-WS_19,2020-06-17T15:24:00.000000Z,507.7,17.848958219333085,27.51,101.325,2020-06-17,YM,2-3,WS,MT & DW,19,NA,2020-06-17 15:24:00 UTC
20200618_2-1-I_1,2020-06-18T10:26:00.000000Z,507.7,17.848958219333085,27.6,101.325,2020-06-18,YM,2-1,I,MT & DW,1,NA,2020-06-18 10:26:00 UTC
20200618_2-2-I_2,2020-06-18T10:36:00.000000Z,507.7,17.848958219333085,27.41,101.325,2020-06-18,YM,2-2,I,MT & DW,2,NA,2020-06-18 10:36:00 UTC
20200618_2-3-I_3,2020-06-18T10:44:00.000000Z,507.7,17.848958219333085,27.41,101.325,2020-06-18,YM,2-3,I,MT & DW,3,NA,2020-06-18 10:44:00 UTC
20200618_1-1-I_4,2020-06-18T11:01:00.000000Z,507.7,17.848958219333085,27.41,101.325,2020-06-18,YM,1-1,I,MT & DW,4,NA,2020-06-18 11:01:00 UTC
20200618_1-3-I_5,2020-06-18T11:11:00.000000Z,507.7,17.848958219333085,27.41,101.325,2020-06-18,YM,1-3,I,MT & DW,5,NA,2020-06-18 11:11:00 UTC
20200618_1-2-I_6,2020-06-18T11:19:00.000000Z,507.7,17.848958219333085,27.41,101.325,2020-06-18,YM,1-2,I,MT & DW,6,ST,2020-06-18 11:19:00 UTC
20200718_2-3-I_24,2020-07-18T14:50:00.000000Z,507.7,17.848958219333085,31.32,101.325,2020-07-18,YM,2-3,I,MT & DW,24,NA,2020-07-18 14:50:00 UTC
20200718_2-2-I_25,2020-07-18T15:00:00.000000Z,507.7,17.848958219333085,31.32,101.325,2020-07-18,YM,2-2,I,MT & DW,25,NA,2020-07-18 15:00:00 UTC
20200718_2-1-I_27,2020-07-18T15:35:00.000000Z,507.7,17.848958219333085,28.52,101.325,2020-07-18,YM,2-1,I,MT & DW,27,NA,2020-07-18 15:35:00 UTC
20200718_1-1-I_30,2020-07-18T15:50:00.000000Z,507.7,17.848958219333085,28.52,101.325,2020-07-18,YM,1-1,I,MT & DW,30,NA,2020-07-18 15:50:00 UTC
20200718_1-3-I_32,2020-07-18T16:05:00.000000Z,507.7,17.848958219333085,28.52,101.325,2020-07-18,YM,1-3,I,MT & DW,32,NA,2020-07-18 16:05:00 UTC
20200718_1-2-I_34,2020-07-18T16:19:00.000000Z,507.7,17.848958219333085,28.52,101.325,2020-07-18,YM,1-2,I,MT & DW,34,NA,2020-07-18 16:19:00 UTC
20200720_2-5-U_0,2020-07-20T11:51:00.000000Z,507.7,17.848958219333085,32.15,101.325,2020-07-20,YM,2-5,U,MT & DW,0,NA,2020-07-20 11:51:00 UTC
20200720_2-4-U_1,2020-07-20T12:00:00.000000Z,507.7,17.848958219333085,32.15,101.325,2020-07-20,YM,2-4,U,MT & DW,1,NA,2020-07-20 12:00:00 UTC
20200720_2-6-U_3,2020-07-20T12:22:00.000000Z,507.7,17.848958219333085,32.15,101.325,2020-07-20,YM,2-6,U,MT & DW,3,NA,2020-07-20 12:22:00 UTC
20200720_2-3-U_8,2020-07-20T13:26:00.000000Z,507.7,17.848958219333085,31.21,101.325,2020-07-20,YM,2-3,U,MT & DW,8,NA,2020-07-20 13:26:00 UTC
20200720_2-2-U_9,2020-07-20T13:38:00.000000Z,507.7,17.848958219333085,31.43,101.325,2020-07-20,YM,2-2,U,MT & DW,9,NA,2020-07-20 13:38:00 UTC
20200720_2-1-U_15,2020-07-20T14:56:00.000000Z,507.7,17.848958219333085,31.54,101.325,2020-07-20,YM,2-1,U,MT & DW,15,NA,2020-07-20 14:56:00 UTC
20200721_1-1-WS_0,2020-07-21T11:08:00.000000Z,507.7,17.848958219333085,29.43,101.325,2020-07-21,YM,1-1,WS,MT & DW,0,", just below tags",2020-07-21 11:08:00 UTC
20200721_1-3-WS_1,2020-07-21T11:19:00.000000Z,507.7,17.848958219333085,29.43,101.325,2020-07-21,YM,1-3,WS,MT & DW,1,NA,2020-07-21 11:19:00 UTC
20200721_1-2-WS_2,2020-07-21T11:27:00.000000Z,507.7,17.848958219333085,29.43,101.325,2020-07-21,YM,1-2,WS,MT & DW,2,NA,2020-07-21 11:27:00 UTC
20200721_1-1-WD_9,2020-07-21T12:49:00.000000Z,507.7,17.848958219333085,30.34,101.325,2020-07-21,YM,1-1,WD,MT & DW,9,NA,2020-07-21 12:49:00 UTC
20200721_2-3-WD_14,2020-07-21T13:43:00.000000Z,507.7,17.848958219333085,30.06,101.325,2020-07-21,YM,2-3,WD,MT & DW,14,NA,2020-07-21 13:43:00 UTC
20200721_2-2-WD_15,2020-07-21T13:50:00.000000Z,507.7,17.848958219333085,30.06,101.325,2020-07-21,YM,2-2,WD,MT & DW,15,NA,2020-07-21 13:50:00 UTC
20200721_2-1-WD_16,2020-07-21T13:58:00.000000Z,507.7,17.848958219333085,30.06,101.325,2020-07-21,YM,2-1,WD,MT & DW,16,NA,2020-07-21 13:58:00 UTC
20200721_2-2-WS_19,2020-07-21T14:02:00.000000Z,507.7,17.848958219333085,30.06,101.325,2020-07-21,YM,2-2,WS,MT & DW,19,NA,2020-07-21 14:02:00 UTC
20200721_1-2-WD_17,2020-07-21T14:05:00.000000Z,507.7,17.848958219333085,30.06,101.325,2020-07-21,YM,1-2,WD,MT & DW,17,NA,2020-07-21 14:05:00 UTC
20200721_2-1-WS_20,2020-07-21T14:12:00.000000Z,507.7,17.848958219333085,30.06,101.325,2020-07-21,YM,2-1,WS,MT & DW,20,NA,2020-07-21 14:12:00 UTC
20200721_1-3-WD_18,2020-07-21T14:13:00.000000Z,507.7,17.848958219333085,30.06,101.325,2020-07-21,YM,1-3,WD,MT & DW,18,NA,2020-07-21 14:13:00 UTC
20200721_2-3-WS_21,2020-07-21T14:21:00.000000Z,507.7,17.848958219333085,30.06,101.325,2020-07-21,YM,2-3,WS,MT & DW,21,NA,2020-07-21 14:21:00 UTC
20200722_1-3-U_0,2020-07-22T11:06:00.000000Z,507.7,17.848958219333085,27.87,101.325,2020-07-22,YM,1-3,U,MT & DW,0,NA,2020-07-22 11:06:00 UTC
20200722_1-2-U_1,2020-07-22T11:15:00.000000Z,507.7,17.848958219333085,27.87,101.325,2020-07-22,YM,1-2,U,MT & DW,1,NA,2020-07-22 11:15:00 UTC
20200722_1-1-U_2,2020-07-22T11:24:00.000000Z,507.7,17.848958219333085,27.87,101.325,2020-07-22,YM,1-1,U,MT & DW,2,NA,2020-07-22 11:24:00 UTC
20200722_1-6-U_10,2020-07-22T13:10:00.000000Z,507.7,17.848958219333085,29.61,101.325,2020-07-22,YM,1-6,U,MT & DW,10,NA,2020-07-22 13:10:00 UTC
20200722_1-5-U_11,2020-07-22T13:18:00.000000Z,507.7,17.848958219333085,29.61,101.325,2020-07-22,YM,1-5,U,MT & DW,11,NA,2020-07-22 13:18:00 UTC
20200722_1-4-U_12,2020-07-22T13:25:00.000000Z,507.7,17.848958219333085,29.61,101.325,2020-07-22,YM,1-4,U,MT & DW,12,NA,2020-07-22 13:25:00 UTC
20200824_2-1-U_0,2020-08-24T12:05:00.000000Z,507.7,17.848958219333085,28.12,101.325,2020-08-24,YM,2-1,U,MT & DW,0,NA,2020-08-24 12:05:00 UTC
20200824_2-3-U_1,2020-08-24T12:13:00.000000Z,507.7,17.848958219333085,28.12,101.325,2020-08-24,YM,2-3,U,MT & DW,1,NA,2020-08-24 12:13:00 UTC
20200824_2-2-U_2,2020-08-24T12:20:00.000000Z,507.7,17.848958219333085,28.12,101.325,2020-08-24,YM,2-2,U,MT & DW,2,NA,2020-08-24 12:20:00 UTC
20200824_2-5-U_9,2020-08-24T14:14:00.000000Z,507.7,17.848958219333085,28.21,101.325,2020-08-24,YM,2-5,U,MT & DW,9,NA,2020-08-24 14:14:00 UTC
20200824_2-4-U_11,2020-08-24T14:35:00.000000Z,507.7,17.848958219333085,27.78,101.325,2020-08-24,YM,2-4,U,MT & DW,11,NA,2020-08-24 14:35:00 UTC
20200824_2-6-U_12,2020-08-24T14:46:00.000000Z,507.7,17.848958219333085,27.78,101.325,2020-08-24,YM,2-6,U,MT & DW,12,NA,2020-08-24 14:46:00 UTC
20200825_1-1-WS_0,2020-08-25T11:00:00.000000Z,507.7,17.848958219333085,30.19,101.325,2020-08-25,YM,1-1,WS,MT & DW,0,NA,2020-08-25 11:00:00 UTC
20200825_1-2-WS_1,2020-08-25T11:09:00.000000Z,507.7,17.848958219333085,30.19,101.325,2020-08-25,YM,1-2,WS,MT & DW,1,NA,2020-08-25 11:09:00 UTC
20200825_1-3-WS_9,2020-08-25T12:58:00.000000Z,507.7,17.848958219333085,30.47,101.325,2020-08-25,YM,1-3,WS,MT & DW,9,NA,2020-08-25 12:58:00 UTC
20200825_1-2-WD_11,2020-08-25T14:04:00.000000Z,507.7,17.848958219333085,28.81,101.325,2020-08-25,YM,1-2,WD,MT & DW,11,NA,2020-08-25 14:04:00 UTC
20200825_1-3-WD_19,2020-08-25T15:35:00.000000Z,507.7,17.848958219333085,25.87,101.325,2020-08-25,YM,1-3,WD,MT & DW,19,NA,2020-08-25 15:35:00 UTC
20200825_1-1-WD_20,2020-08-25T15:41:00.000000Z,507.7,17.848958219333085,25.87,101.325,2020-08-25,YM,1-1,WD,MT & DW,20,NA,2020-08-25 15:41:00 UTC
20200825_2-2-WS_21,2020-08-25T15:48:00.000000Z,507.7,17.848958219333085,25.87,101.325,2020-08-25,YM,2-2,WS,MT & DW,21,NA,2020-08-25 15:48:00 UTC
20200825_2-1-WS_22,2020-08-25T15:55:00.000000Z,507.7,17.848958219333085,25.87,101.325,2020-08-25,YM,2-1,WS,MT & DW,22,NA,2020-08-25 15:55:00 UTC
20200825_2-3-WS_23,2020-08-25T16:03:00.000000Z,507.7,17.848958219333085,25.87,101.325,2020-08-25,YM,2-3,WS,MT & DW,23,NA,2020-08-25 16:03:00 UTC
20200825_2-2-WD_25,2020-08-25T16:19:00.000000Z,507.7,17.848958219333085,25.87,101.325,2020-08-25,YM,2-2,WD,MT & DW,25,NA,2020-08-25 16:19:00 UTC
20200825_2-1-WD_26,2020-08-25T16:25:00.000000Z,507.7,17.848958219333085,25.87,101.325,2020-08-25,YM,2-1,WD,MT & DW,26,NA,2020-08-25 16:25:00 UTC
20200826_1-3-U_0,2020-08-26T10:54:00.000000Z,507.7,17.848958219333085,22.25,101.325,2020-08-26,YM,1-3,U,MT & DW,0,NA,2020-08-26 10:54:00 UTC
20200826_1-2-U_1,2020-08-26T11:01:00.000000Z,507.7,17.848958219333085,22.25,101.325,2020-08-26,YM,1-2,U,MT & DW,1,NA,2020-08-26 11:01:00 UTC
20200826_1-1-U_3,2020-08-26T11:20:00.000000Z,507.7,17.848958219333085,22.25,101.325,2020-08-26,YM,1-1,U,MT & DW,3,NA,2020-08-26 11:20:00 UTC
20200826_1-4-U_11,2020-08-26T13:29:00.000000Z,507.7,17.848958219333085,23.44,101.325,2020-08-26,YM,1-4,U,MT & DW,11,NA,2020-08-26 13:29:00 UTC
20200826_1-5-U_12,2020-08-26T13:38:00.000000Z,507.7,17.848958219333085,23.33,101.325,2020-08-26,YM,1-5,U,MT & DW,12,NA,2020-08-26 13:38:00 UTC
20200826_1-6-U_13,2020-08-26T13:46:00.000000Z,507.7,17.848958219333085,23.33,101.325,2020-08-26,YM,1-6,U,MT & DW,13,NA,2020-08-26 13:46:00 UTC
20200827_2-3-I_0,2020-08-27T10:39:00.000000Z,507.7,17.848958219333085,19.54,101.325,2020-08-27,YM,2-3,I,MT & DW,0,NA,2020-08-27 10:39:00 UTC
20200827_2-2-I_1,2020-08-27T10:48:00.000000Z,507.7,17.848958219333085,19.54,101.325,2020-08-27,YM,2-2,I,MT & DW,1,NA,2020-08-27 10:48:00 UTC
20200827_2-1-I_3,2020-08-27T11:07:00.000000Z,507.7,17.848958219333085,19.54,101.325,2020-08-27,YM,2-1,I,MT & DW,3,NA,2020-08-27 11:07:00 UTC
20200827_1-1-I_6,2020-08-27T11:31:00.000000Z,507.7,17.848958219333085,18.42,101.325,2020-08-27,YM,1-1,I,MT & DW,6,NA,2020-08-27 11:31:00 UTC
20200827_1-2-I_9,2020-08-27T12:03:00.000000Z,507.7,17.848958219333085,18.42,101.325,2020-08-27,YM,1-2,I,MT & DW,9,NA,2020-08-27 12:03:00 UTC
20200827_1-3-I_11,2020-08-27T12:25:00.000000Z,507.7,17.848958219333085,18.42,101.325,2020-08-27,YM,1-3,I,MT & DW,11,NA,2020-08-27 12:25:00 UTC
20200921_2-1-U_2,2020-09-21T12:36:00.000000Z,507.7,17.848958219333085,17.06,101.325,2020-09-21,YM,2-1,U,MT & DW,2,NA,2020-09-21 12:36:00 UTC
20200921_2-2-U_4,2020-09-21T12:58:00.000000Z,507.7,17.848958219333085,17.06,101.325,2020-09-21,YM,2-2,U,MT & DW,4,NA,2020-09-21 12:58:00 UTC
20200921_2-3-U_5,2020-09-21T13:20:00.000000Z,507.7,17.848958219333085,17.06,101.325,2020-09-21,YM,2-3,U,MT & DW,5,NA,2020-09-21 13:20:00 UTC
20200921_2-6-U_9,2020-09-21T14:32:00.000000Z,507.7,17.848958219333085,14.54,101.325,2020-09-21,YM,2-6,U,MT & DW,9,NA,2020-09-21 14:32:00 UTC
20200921_2-4-U_10,2020-09-21T14:42:00.000000Z,507.7,17.848958219333085,14.54,101.325,2020-09-21,YM,2-4,U,MT & DW,10,NA,2020-09-21 14:42:00 UTC
20200921_2-5-U_15,2020-09-21T15:44:00.000000Z,507.7,17.848958219333085,12.03,101.325,2020-09-21,YM,2-5,U,MT & DW,15,NA,2020-09-21 15:44:00 UTC
20200922_1-1-WS_0,2020-09-22T11:17:00.000000Z,507.7,17.848958219333085,17.26,101.325,2020-09-22,YM,1-1,WS,MT & DW,0,NA,2020-09-22 11:17:00 UTC
20200922_1-3-WS_1,2020-09-22T11:25:00.000000Z,507.7,17.848958219333085,17.26,101.325,2020-09-22,YM,1-3,WS,MT & DW,1,NA,2020-09-22 11:25:00 UTC
20200922_1-2-WS_2,2020-09-22T11:33:00.000000Z,507.7,17.848958219333085,16.95,101.325,2020-09-22,YM,1-2,WS,MT & DW,2,NA,2020-09-22 11:33:00 UTC
20200922_1-2-WD_3,2020-09-22T11:41:00.000000Z,507.7,17.848958219333085,16.95,101.325,2020-09-22,YM,1-2,WD,MT & DW,3,NA,2020-09-22 11:41:00 UTC
20200922_1-3-WD_4,2020-09-22T11:48:00.000000Z,507.7,17.848958219333085,16.95,101.325,2020-09-22,YM,1-3,WD,MT & DW,4,NA,2020-09-22 11:48:00 UTC
20200922_1-1-WD_5,2020-09-22T11:56:00.000000Z,507.7,17.848958219333085,16.95,101.325,2020-09-22,YM,1-1,WD,MT & DW,5,NA,2020-09-22 11:56:00 UTC
20200922_2-1-WS_6,2020-09-22T12:05:00.000000Z,507.7,17.848958219333085,16.95,101.325,2020-09-22,YM,2-1,WS,MT & DW,6,NA,2020-09-22 12:05:00 UTC
20200922_2-2-WS_7,2020-09-22T12:13:00.000000Z,507.7,17.848958219333085,16.95,101.325,2020-09-22,YM,2-2,WS,MT & DW,7,NA,2020-09-22 12:13:00 UTC
20200922_2-3-WS_9,2020-09-22T12:29:00.000000Z,507.7,17.848958219333085,16.95,101.325,2020-09-22,YM,2-3,WS,MT & DW,9,NA,2020-09-22 12:29:00 UTC
20200922_2-3-WD_19,2020-09-22T15:45:00.000000Z,507.7,17.848958219333085,14.8,101.325,2020-09-22,YM,2-3,WD,MT & DW,19,NA,2020-09-22 15:45:00 UTC
20200922_2-2-WD_24,2020-09-22T16:53:00.000000Z,507.7,17.848958219333085,14.09,101.325,2020-09-22,YM,2-2,WD,MT & DW,24,NA,2020-09-22 16:53:00 UTC
20200922_2-1-WD_25,2020-09-22T17:00:00.000000Z,507.7,17.848958219333085,14.09,101.325,2020-09-22,YM,2-1,WD,MT & DW,25,NA,2020-09-22 17:00:00 UTC
20200923_1-3-I_0,2020-09-23T11:05:00.000000Z,507.7,17.848958219333085,23.14,101.325,2020-09-23,YM,1-3,I,MT & DW,0,NA,2020-09-23 11:05:00 UTC
20200923_1-2-I_1,2020-09-23T11:15:00.000000Z,507.7,17.848958219333085,23.14,101.325,2020-09-23,YM,1-2,I,MT & DW,1,NA,2020-09-23 11:15:00 UTC
20200923_1-1-I_8,2020-09-23T12:38:00.000000Z,507.7,17.848958219333085,24.01,101.325,2020-09-23,YM,1-1,I,MT & DW,8,NA,2020-09-23 12:38:00 UTC
20200923_2-3-I_13,2020-09-23T14:20:00.000000Z,507.7,17.848958219333085,23.82,101.325,2020-09-23,YM,2-3,I,MT & DW,13,NA,2020-09-23 14:20:00 UTC
20200923_2-2-I_16,2020-09-23T14:55:00.000000Z,507.7,17.848958219333085,22.01,101.325,2020-09-23,YM,2-2,I,MT & DW,16,NA,2020-09-23 14:55:00 UTC
20200923_2-1-I_17,2020-09-23T15:02:00.000000Z,507.7,17.848958219333085,22.01,101.325,2020-09-23,YM,2-1,I,MT & DW,17,NA,2020-09-23 15:02:00 UTC
20200923_1-1-U_18,2020-09-23T15:18:00.000000Z,507.7,17.848958219333085,22.01,101.325,2020-09-23,YM,1-1,U,MT & DW,18,NA,2020-09-23 15:18:00 UTC
20200923_1-2-U_20,2020-09-23T15:40:00.000000Z,507.7,17.848958219333085,20.08,101.325,2020-09-23,YM,1-2,U,MT & DW,20,NA,2020-09-23 15:40:00 UTC
20200923_1-3-U_22,2020-09-23T16:08:00.000000Z,507.7,17.848958219333085,20.08,101.325,2020-09-23,YM,1-3,U,MT & DW,22,NA,2020-09-23 16:08:00 UTC
20200924_1-5-U_1,2020-09-24T10:48:00.000000Z,507.7,17.848958219333085,23.4,101.325,2020-09-24,YM,1-5,U,MT & DW,1,NA,2020-09-24 10:48:00 UTC
20200924_1-6-U_2,2020-09-24T10:56:00.000000Z,507.7,17.848958219333085,23.4,101.325,2020-09-24,YM,1-6,U,MT & DW,2,NA,2020-09-24 10:56:00 UTC
20200924_1-4-U_7,2020-09-24T11:52:00.000000Z,507.7,17.848958219333085,23.61,101.325,2020-09-24,YM,1-4,U,MT & DW,7,NA,2020-09-24 11:52:00 UTC
20201028_1-1-U_0,2020-10-28T14:31:00.000000Z,507.7,17.848958219333085,9.17,101.325,2020-10-28,YM,1-1,U,MT & DW,0,NA,2020-10-28 14:31:00 UTC
20201028_1-2-U_1,2020-10-28T14:38:00.000000Z,507.7,17.848958219333085,9.17,101.325,2020-10-28,YM,1-2,U,MT & DW,1,NA,2020-10-28 14:38:00 UTC
20201028_1-3-U_2,2020-10-28T14:45:00.000000Z,507.7,17.848958219333085,9.17,101.325,2020-10-28,YM,1-3,U,MT & DW,2,NA,2020-10-28 14:45:00 UTC
20201028_1-4-U_3,2020-10-28T14:52:00.000000Z,507.7,17.848958219333085,9.17,101.325,2020-10-28,YM,1-4,U,MT & DW,3,NA,2020-10-28 14:52:00 UTC
20201028_1-5-U_4,2020-10-28T14:59:00.000000Z,507.7,17.848958219333085,9.17,101.325,2020-10-28,YM,1-5,U,MT & DW,4,NA,2020-10-28 14:59:00 UTC
20201028_1-6-U_5,2020-10-28T15:06:00.000000Z,507.7,17.848958219333085,9.17,101.325,2020-10-28,YM,1-6,U,MT & DW,5,NA,2020-10-28 15:06:00 UTC
20201028_1-3-WS_6,2020-10-28T15:20:00.000000Z,507.7,17.848958219333085,9.17,101.325,2020-10-28,YM,1-3,WS,MT & DW,6,NA,2020-10-28 15:20:00 UTC
20201028_1-2-WS_7,2020-10-28T15:27:00.000000Z,507.7,17.848958219333085,9.17,101.325,2020-10-28,YM,1-2,WS,MT & DW,7,NA,2020-10-28 15:27:00 UTC
20201028_1-1-WS_8,2020-10-28T15:34:00.000000Z,507.7,17.848958219333085,8.81,101.325,2020-10-28,YM,1-1,WS,MT & DW,8,NA,2020-10-28 15:34:00 UTC
20201028_1-2-WD_9,2020-10-28T15:40:00.000000Z,507.7,17.848958219333085,8.81,101.325,2020-10-28,YM,1-2,WD,MT & DW,9,NA,2020-10-28 15:40:00 UTC
20201028_1-3-WD_10,2020-10-28T15:47:00.000000Z,507.7,17.848958219333085,8.81,101.325,2020-10-28,YM,1-3,WD,MT & DW,10,NA,2020-10-28 15:47:00 UTC
20201028_1-1-WD_11,2020-10-28T15:55:00.000000Z,507.7,17.848958219333085,8.81,101.325,2020-10-28,YM,1-1,WD,MT & DW,11,NA,2020-10-28 15:55:00 UTC
20201028_2-2-WS_13,2020-10-28T16:05:00.000000Z,507.7,17.848958219333085,8.81,101.325,2020-10-28,YM,2-2,WS,MT & DW,13,NA,2020-10-28 16:05:00 UTC
20201028_2-1-WS_14,2020-10-28T16:12:00.000000Z,507.7,17.848958219333085,8.81,101.325,2020-10-28,YM,2-1,WS,MT & DW,14,NA,2020-10-28 16:12:00 UTC
20201028_2-3-WS_15,2020-10-28T16:20:00.000000Z,507.7,17.848958219333085,8.81,101.325,2020-10-28,YM,2-3,WS,MT & DW,15,NA,2020-10-28 16:20:00 UTC
20201028_2-3-WD_16,2020-10-28T16:25:00.000000Z,507.7,17.848958219333085,8.81,101.325,2020-10-28,YM,2-3,WD,MT & DW,16,NA,2020-10-28 16:25:00 UTC
20201028_2-2-WD_17,2020-10-28T16:32:00.000000Z,507.7,17.848958219333085,8.49,101.325,2020-10-28,YM,2-2,WD,MT & DW,17,NA,2020-10-28 16:32:00 UTC
20201028_2-1-WD_18,2020-10-28T16:39:00.000000Z,507.7,17.848958219333085,8.49,101.325,2020-10-28,YM,2-1,WD,MT & DW,18,NA,2020-10-28 16:39:00 UTC
20201028_2-3-I_19,2020-10-28T16:46:00.000000Z,507.7,17.848958219333085,8.49,101.325,2020-10-28,YM,2-3,I,MT & DW,19,NA,2020-10-28 16:46:00 UTC
20201028_2-2-I_20,2020-10-28T16:54:00.000000Z,507.7,17.848958219333085,8.49,101.325,2020-10-28,YM,2-2,I,MT & DW,20,NA,2020-10-28 16:54:00 UTC
20201028_2-1-I_21,2020-10-28T17:00:00.000000Z,507.7,17.848958219333085,8.49,101.325,2020-10-28,YM,2-1,I,MT & DW,21,NA,2020-10-28 17:00:00 UTC
20201028_1-1-I_22,2020-10-28T17:07:00.000000Z,507.7,17.848958219333085,8.49,101.325,2020-10-28,YM,1-1,I,MT & DW,22,NA,2020-10-28 17:07:00 UTC
20201028_1-3-I_23,2020-10-28T17:13:00.000000Z,507.7,17.848958219333085,8.49,101.325,2020-10-28,YM,1-3,I,MT & DW,23,NA,2020-10-28 17:13:00 UTC
20201028_1-2-I_24,2020-10-28T17:20:00.000000Z,507.7,17.848958219333085,8.49,101.325,2020-10-28,YM,1-2,I,MT & DW,24,NA,2020-10-28 17:20:00 UTC
20201106_1-3-U_0,2020-11-06T09:26:00.000000Z,507.7,17.848958219333085,17.32,101.325,2020-11-06,YM,1-3,U,MT & DW,0,NA,2020-11-06 09:26:00 UTC
20201106_2-2-U_1,2020-11-06T09:33:00.000000Z,507.7,17.848958219333085,20.16,101.325,2020-11-06,YM,2-2,U,MT & DW,1,NA,2020-11-06 09:33:00 UTC
20201106_2-1-U_6,2020-11-06T10:27:00.000000Z,507.7,17.848958219333085,20.16,101.325,2020-11-06,YM,2-1,U,MT & DW,6,NA,2020-11-06 10:27:00 UTC
