"family","p","t","FDR"
"67-14",0.208430403810575,-1.24803777463523,0.99101074415572
"Hyphomonadaceae",0.210027175743013,-1.24316984973648,0.99101074415572
"Schlesneriaceae",0.228282775032882,-1.1973315799232,0.99101074415572
"Devosiaceae",0.235218821903045,-1.17778030684558,0.99101074415572
"Hydrogenoanaerobacterium",0.247932504944853,-1.14548199686689,0.99101074415572
"Geminicoccaceae",0.248865524984392,-1.16894956743449,0.99101074415572
"Syntrophomonadaceae",0.252187221530771,1.13496720786813,0.99101074415572
"Microtrichaceae",0.252332279143454,-1.13481286313865,0.99101074415572
"Isosphaeraceae",0.255448474972529,-1.13029985039422,0.99101074415572
"Nannocystaceae",0.256772961864959,-1.1251515128894,0.99101074415572
"Micromonosporaceae",0.260661383550696,-1.11494320943754,0.99101074415572
"Geodermatophilaceae",0.261358022039723,-1.1270773086855,0.99101074415572
"Rickettsiaceae",0.261638808242512,-1.11413625650644,0.99101074415572
"Steroidobacteraceae",0.265184815334697,-1.13539710272784,0.99101074415572
"Caulobacteraceae",0.281586968013063,-1.06786640222898,0.99101074415572
"Hymenobacteraceae",0.283724843820831,-1.0628301310806,0.99101074415572
"Trueperaceae",0.28518514325734,-1.05907726489337,0.99101074415572
"Parachlamydiaceae",0.286370191138427,-1.05750759445897,0.99101074415572
"Fibrobacteraceae",0.29187230520653,-1.04546462194098,0.99101074415572
"Sphingobacteriaceae",0.29845933746581,-1.0302742860176,0.99101074415572
"Polyangiaceae",0.302555659843466,-1.02167710709965,0.99101074415572
"Reyranellaceae",0.316669623362567,-0.992579591811713,0.99101074415572
"Phycisphaeraceae",0.318728112892419,-0.988448846062849,0.99101074415572
"Myxococcaceae",0.320997193901709,-0.983294233484269,0.99101074415572
"Kineosporiaceae",0.321033600728717,-1.00888396782011,0.99101074415572
"Pedosphaeraceae",0.321570458966137,-0.988286974653387,0.99101074415572
"Rubritaleaceae",0.324030948575395,-0.977720228275169,0.99101074415572
"Tepidisphaeraceae",0.334665124144078,-0.957483443858805,0.99101074415572
"Xanthomonadaceae",0.33559342273078,-0.954476274893649,0.99101074415572
"Nocardioidaceae",0.337895126665088,-0.956319338528027,0.99101074415572
"Sandaracinaceae",0.365355087738721,-0.897447633633827,0.99101074415572
"Simkaniaceae",0.367016978620548,-0.893849094990723,0.99101074415572
"YM_S32_TM7_50_20",0.374324853554791,-0.879980937553169,0.99101074415572
"Unknown Family",0.389843051202346,-0.853552476107082,0.99101074415572
"Cytophagaceae",0.394461489250637,-0.888652850194539,0.99101074415572
"NS9 marine group",0.396688957499437,-0.839964458309015,0.99101074415572
"cvE6",0.398259224141742,-0.836620614676477,0.99101074415572
"Vampirovibrionaceae",0.408642550399067,-0.818513453479993,0.99101074415572
"Comamonadaceae",0.410853208282091,-0.815932731850137,0.99101074415572
"Oligoflexaceae",0.411613642843894,-0.813121686232735,0.99101074415572
"01D2Z36",0.413135383452802,-0.810090818932151,0.99101074415572
"AKIW781",0.414378862237152,-0.810790136631371,0.99101074415572
"Paludibacteraceae",0.415555491218606,-0.806361845006206,0.99101074415572
"env.OPS 17",0.415995674729807,-0.805965710858171,0.99101074415572
"Chloroflexaceae",0.423342372329982,-0.796225635586264,0.99101074415572
"Solibacteraceae",0.424475996136377,-0.796170572997416,0.99101074415572
"Ruminococcaceae",0.429173389130489,0.78301492959966,0.99101074415572
"Roseiflexaceae",0.457723354972714,-0.736528785538225,0.99101074415572
"Fimbriimonadaceae",0.458621907017846,-0.734272285600484,0.99101074415572
"Cellulomonadaceae",0.47009833158162,-0.715274925833009,0.99101074415572
"Acetobacteraceae",0.470836374538053,-0.714344968547343,0.99101074415572
"Blattabacteriaceae",0.475511293832749,-0.70651869072022,0.99101074415572
"KF-JG30-B3",0.478159295278012,-0.704990972549779,0.99101074415572
"Terrimicrobiaceae",0.480048746662978,-0.698671808232408,0.99101074415572
"Pectobacteriaceae",0.481433632408535,-0.69714253352868,0.99101074415572
"Bacillaceae",0.485035239443424,-0.69161972283912,0.99101074415572
"Abditibacteriaceae",0.494197908496346,-0.677030012385313,0.99101074415572
"Rhodobacteraceae",0.502378185798914,-0.723254990161668,0.99101074415572
"Planococcaceae",0.503155247916632,-0.663050718366778,0.99101074415572
"Acidobacteriaceae (Subgroup 1)",0.519243969331279,-0.638038764829669,0.99101074415572
"Anaeromyxobacteraceae",0.523874797532086,-0.631155610525298,0.99101074415572
"Flavobacteriaceae",0.526742634445671,-0.627037269094864,0.99101074415572
"Coriobacteriaceae",0.53134330971127,-0.62411891283796,0.99101074415572
"Methyloligellaceae",0.545667233883286,-0.598224179187198,0.99101074415572
"Caedibacteraceae",0.549393624970774,-0.592672552497335,0.99101074415572
"Akkermansiaceae",0.557535065159055,-0.580835752764701,0.99101074415572
"Desulfuribacillaceae",0.558790556470978,-0.578740523770503,0.99101074415572
"Mycobacteriaceae",0.559072192466673,-0.577500083368511,0.99101074415572
"Rhodomicrobiaceae",0.559629239536785,-0.577119641118753,0.99101074415572
"Moraxellaceae",0.560880804781746,-0.575722003909785,0.99101074415572
"Kaistiaceae",0.563424575926375,-0.571308958219514,0.99101074415572
"Verrucomicrobiaceae",0.564688179130425,-0.57187427918729,0.99101074415572
"Xanthobacteraceae",0.569587553725288,-0.564093503238416,0.99101074415572
"Beijerinckiaceae",0.569782015416065,-0.562724734467051,0.99101074415572
"Micavibrionaceae",0.569859163339276,-0.592578615164657,0.99101074415572
"Frankiaceae",0.571360946558196,-0.560323033682666,0.99101074415572
"Pyrinomonadaceae",0.571370901800053,-0.560310245205563,0.99101074415572
"Diplorickettsiaceae",0.572892611213759,-0.55782685721414,0.99101074415572
"Pseudomonadaceae",0.574274524482999,-0.55644495151838,0.99101074415572
"A0839",0.575960342153306,-0.553570100657111,0.99101074415572
"Prevotellaceae",0.582280540663051,-0.544530082448111,0.99101074415572
"CPla-3 termite group",0.586421598035749,-0.53759176781841,0.99101074415572
"Rikenellaceae",0.59659438775013,-0.524002926621088,0.99101074415572
"A21b",0.600334992755737,-0.519024596854619,0.99101074415572
"Sumerlaeaceae",0.600629928403157,-0.533112408335696,0.99101074415572
"Oscillospiraceae",0.60962099479669,0.505472626292513,0.99101074415572
"Chthonomonadaceae",0.61558429110333,-0.498216550981121,0.99101074415572
"Microbacteriaceae",0.619343618507133,-0.492481206278132,0.99101074415572
"Elsteraceae",0.620016880398937,-0.490754395313179,0.99101074415572
"Longimicrobiaceae",0.62363318095621,-0.48651456696226,0.99101074415572
"Tannerellaceae",0.624357006090062,-0.484942634432071,0.99101074415572
"Micrococcaceae",0.628382453111958,-0.478997227983241,0.99101074415572
"Pseudopelobacteraceae",0.633089611124599,-0.471419038660421,0.99101074415572
"Rhodospirillaceae",0.633263935299387,-0.471669808867724,0.99101074415572
"Nitrososphaeraceae",0.640243341036543,-0.464138634580986,0.99101074415572
"Brevibacteriaceae",0.651287152361631,-0.447383239879129,0.99101074415572
"Aerococcaceae",0.653529428423706,-0.444532503589186,0.99101074415572
"Intrasporangiaceae",0.65506874521973,-0.443166303998975,0.99101074415572
"Nitrosomonadaceae",0.665553312819942,-0.428338133306301,0.99101074415572
"Selenomonadaceae",0.66760426128906,-0.425020664227028,0.99101074415572
"WWH38",0.668024004064536,-0.424669426257839,0.99101074415572
"Micropepsaceae",0.668131853398782,0.426323102897723,0.99101074415572
"Rhodanobacteraceae",0.668480395085049,-0.423824392543037,0.99101074415572
"Methylopilaceae",0.670853699450993,-0.420610845423007,0.99101074415572
"Sporomusaceae",0.672759353119421,0.418088382145996,0.99101074415572
"Inquilinaceae",0.67329799141752,-0.41714763851694,0.99101074415572
"Pleomorphomonadaceae",0.676322234928592,-0.412313115813,0.99101074415572
"Herpetosiphonaceae",0.677084266307596,-0.411855232569326,0.99101074415572
"Aeromonadaceae",0.677190278976904,-0.412010918316654,0.99101074415572
"Solirubrobacteraceae",0.68338635978191,-0.403587670327136,0.99101074415572
"Legionellaceae",0.687205523209253,-0.398677296416631,0.99101074415572
"Obscuribacteraceae",0.691226526852145,-0.39349863056249,0.99101074415572
"SC-I-84",0.696046417477538,-0.387021223849333,0.99101074415572
"Brevibacillaceae",0.700226696989385,-0.381069332516082,0.99101074415572
"Streptosporangiales Incertae Sedis",0.705218539501217,-0.379554845429964,0.99101074415572
"Haliangiaceae",0.708147923388138,-0.372936839826044,0.99101074415572
"Nakamurellaceae",0.708494408308431,-0.370779946771337,0.99101074415572
"Halomonadaceae",0.711553564785849,0.373540322305533,0.99101074415572
"A4b",0.714594726315158,-0.362540890277791,0.99101074415572
"Cellvibrionaceae",0.722356329255754,-0.350890302451161,0.99101074415572
"Sporolactobacillaceae",0.735988279922496,-0.333731505798527,0.99101074415572
"Actinospicaceae",0.754114648735611,-0.321759501291388,0.99101074415572
"Veillonellaceae",0.760990207665216,-0.301027720596904,0.99101074415572
"Paenibacillaceae",0.762366524134833,-0.298677699700038,0.99101074415572
"Alkalibacteraceae",0.764451320175318,0.296544444240253,0.99101074415572
"Anaerovoracaceae",0.764822608975033,-0.296012007624894,0.99101074415572
"Yersiniaceae",0.766474941410673,-0.293589855841862,0.99101074415572
"Burkholderiaceae",0.768211290772493,0.291748516359213,0.99101074415572
"Coxiellaceae",0.790022137635106,0.26350912370752,0.99101074415572
"Paracaedibacteraceae",0.795517526874506,-0.256474401396751,0.99101074415572
"Solimonadaceae",0.803370923846366,0.247476127167178,0.99101074415572
"Marinifilaceae",0.805108548437056,0.244117460243425,0.99101074415572
"Clostridiaceae",0.806496592288845,0.242397796908017,0.99101074415572
"Alcaligenaceae",0.806498028395552,-0.24237259427347,0.99101074415572
"Alicyclobacillaceae",0.809913941948826,0.240057543068577,0.99101074415572
"Sutterellaceae",0.81234300669889,-0.234920879340478,0.99101074415572
"Bacteriovoracaceae",0.817037390654502,-0.229072133223654,0.99101074415572
"37-13",0.82074539106751,-0.224694570274255,0.99101074415572
"Neisseriaceae",0.823923297820421,0.220246950672059,0.99101074415572
"Muribaculaceae",0.827624756699667,-0.21544818387289,0.99101074415572
"Beutenbergiaceae",0.829386383086153,0.213237358679492,0.99101074415572
"Halanaerobiaceae",0.829456386955247,0.213264154414122,0.99101074415572
"Dermacoccaceae",0.832359232717595,-0.209838168622163,0.99101074415572
"Hyphomicrobiaceae",0.833487276938309,-0.208009976527946,0.99101074415572
"JG30-KF-AS9",0.84035978672028,-0.200068017960258,0.99101074415572
"Ktedonobacteraceae",0.845242620691471,-0.193158545396072,0.99101074415572
"Thermoanaerobaculaceae",0.846559539374796,-0.191705936166813,0.99101074415572
"NS11-12 marine group",0.851310353282808,-0.186403157258405,0.99101074415572
"Morganellaceae",0.851474236769311,-0.185251436136445,0.99101074415572
"Corynebacteriaceae",0.853449591796319,-0.182821970005577,0.99101074415572
"Lactobacillaceae",0.85381997841162,-0.182299508334121,0.99101074415572
"Acidaminococcaceae",0.855791612748677,-0.179816502685036,0.99101074415572
"Bifidobacteriaceae",0.871561144102529,-0.159933671304648,0.99101074415572
"Family XI",0.873818320378772,-0.15718618377912,0.99101074415572
"Staphylococcaceae",0.875199455319823,-0.155385929323326,0.99101074415572
"Vermiphilaceae",0.875588548114183,0.155043856366082,0.99101074415572
"Thermoactinomycetaceae",0.877844152108401,-0.152098804248274,0.99101074415572
"Caldilineaceae",0.886910861174825,-0.141235087445527,0.99101074415572
"Sedimentibacteraceae",0.888024583008855,-0.139367381715076,0.99101074415572
"Silvanigrellaceae",0.893437528283755,-0.132600800951285,0.99101074415572
"Streptomycetaceae",0.896347517540407,0.128907019120361,0.99101074415572
"Weeksellaceae",0.898581183662332,0.126136072521146,0.99101074415572
"Nostocaceae",0.903597080441438,-0.119964146107471,0.99101074415572
"Fusobacteriaceae",0.906056835682492,-0.116799360699777,0.99101074415572
"Carnobacteriaceae",0.906360037835872,0.116871398312207,0.99101074415572
"Dongiaceae",0.908841168915708,-0.112996149235787,0.99101074415572
"Acidothermaceae",0.909401555076721,-0.112628129141912,0.99101074415572
"Magnetospirillaceae",0.91396066897356,-0.106901712030072,0.99101074415572
"Labraceae",0.914494668422572,-0.106427252912629,0.99101074415572
"Enterococcaceae",0.915129834185293,0.10545296884655,0.99101074415572
"Rhodocyclaceae",0.917496992400383,-0.102626664037482,0.99101074415572
"Porphyromonadaceae",0.931615017050114,0.0849325022417125,0.99101074415572
"Pasteurellaceae",0.9322524566941,-0.0840500326801029,0.99101074415572
"Erysipelatoclostridiaceae",0.939060291940617,-0.0755668389429218,0.99101074415572
"Desulfohalobiaceae",0.943377674751583,-0.0703135954893357,0.99101074415572
"Desulfovibrionaceae",0.944434644705308,-0.0689904993292973,0.99101074415572
"UCG-010",0.945200089397535,-0.0679849944576364,0.99101074415572
"Nitrospiraceae",0.945722805177628,0.0675638807679655,0.99101074415572
"Bacteroidaceae",0.946553427409192,-0.0662125566506142,0.99101074415572
"Deinococcaceae",0.955228195649292,0.0556762698092129,0.99101074415572
"Streptococcaceae",0.955371860140295,0.0556509656997232,0.99101074415572
"Desulfitibacteraceae",0.956865816055571,0.0535160666882094,0.99101074415572
"Opitutaceae",0.963925539593138,0.0454513795096996,0.99101074415572
"Oxalobacteraceae",0.965720734196403,0.042522703418264,0.99101074415572
"Nocardiaceae",0.966872033558473,-0.0406116557377249,0.99101074415572
"D05-2",0.974970102955093,-0.031012023855672,0.99101074415572
"Peptostreptococcaceae",0.978551143371875,-0.0263690922544556,0.99101074415572
"Gaiellaceae",0.979808094494324,-0.0250051311576933,0.99101074415572
"Rhizobiales Incertae Sedis",0.980628498493598,0.0240280519209744,0.99101074415572
"Enterobacteriaceae",0.98278658860256,-0.0212913679741661,0.99101074415572
"Amb-16S-1034",0.986970686488462,-0.0160597961944229,0.991083064348831
"Babeliaceae",0.993486197525369,0.00814539032393369,0.993486197525369
