Quadrat,Subquadrat,Quadrat (x),Quadrat (y),Subquad (x),Subquad (y),Tag ID,Species (4 char),Diam (mm),Codes 1,Codes 2,Date,Names,Entered by,X coord,Y coord,,PX2 (rotated 10 degrees),PY2 (rotated 10 degrees),,original bearing,second bearing,lat 1,lon 1,distance,,lat 2,lon 2,,Latitude,Longitude
0605,,1,2,4,4,50,TSCA,442,,,7/17/18,Kitty K,Danielle L.,,,,,,,,,,,,,,,,,
0605,,1,2,4,4,51,QURU,539,,,7/17/18,Kitty K,Danielle L.,,,,,,,,,,,,,,,,,
0605,,1,2,4,4,52,TSCA,117,,,7/17/18,Kitty K,Danielle L.,,,,,,,,,,,,,,,,,
0605,,1,2,4,4,53,QURU,559,,,7/17/18,Kitty K,Danielle L.,,,,,,,,,,,,,,,,,
0705,,1,3,1,1,88,PIST,901,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,1,1,89,BEAL,33,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,1,2,90,BEPA,143,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,1,2,91,TSCA,58,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,1,2,92,AMSP,24,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,1,2,93,TSCA,14,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,1,2,94,TSCA,64,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,1,3,100,PIST,402,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,1,4,101,TSCA,388,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,2,1,97,TSCA,22,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,2,1,98,BEAL,12,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,2,1,99,TSCA,26,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,2,2,95,TSCA,30,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,2,2,96,TSCA,59,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,2,3,10,TSCA,11,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,2,3,103,TSCA,65,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,2,3,104,TSCA,39,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,1,126,ACRU,22,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,1,127,TSCA,494,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,3,105,TSCA,18,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,3,106,TSCA,13,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,3,107,PIST,13,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,3,108,PIST,12,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,3,109,PIST,14,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,3,110,PIST,13,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,4,111,TSCA,14,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,4,112,ACSA,272,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,3,4,113,PIST,13,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,1,130,TSCA,290,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,2,128,BELE,432,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,2,129,BEAL,262,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,3,122,ACSA,181,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,3,123,PIST,11,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,3,124,TSCA,11,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,3,125,PIST,10,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,4,114,TSCA,13,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,4,115,PIST,22,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,4,116,PIST,11,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,4,117,PIST,16,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,4,118,PIST,10,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,4,119,TSCA,28,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,4,120,PIST,11,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0705,,1,3,4,4,121,PIST,10,,,7/17/18,"Ananth MM, Ben G, Danielle L, Kitty K",AMM,,,,,,,,,,,,,,,,,
0805,,1,4,1,3,134,TSCA,571,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,1,3,135,BELE,35,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,1,4,136,TSCA,20,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,1,4,137,TSCA,31,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,2,1,131,TSCA,343,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,2,1,132,QUAL,443,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,2,1,133,ACRU,446,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,2,4,138,AMSP,43,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,3,1,144,ACSA,276,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,3,3,139,BEAL,338,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,3,3,140,TSCA,314,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,4,1,145,TSCA,16,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,4,1,146,ACRU,138,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,4,1,147,ACRU,131,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,4,3,143,ACSA,246,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,4,4,141,TSCA,585,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0805,,1,4,4,4,142,PIST,575,,,7/18/18,"DL, KK, MEB, AM",MEB,,,,,,,,,,,,,,,,,
0905,,1,5,1,1,148,TSCA,25,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,1,2,149,QUAL,306,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,1,2,150,HAVI,,M,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,1,2,151,TSCA,266,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,2,3,153,TSCA,,M,A-146cm,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,2,4,152,TSCA,,M,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,3,1,162,TSCA,627,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,3,3,154,BELE ,68,L,P,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,3,3,155,TSCA,84,L,P,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,3,4,156,ACRU,383,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,3,4,157,TSCA,228,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,3,4,158,BEAL,183,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,4,4,159,BEAL,174,P,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,4,4,160,BEAL,139,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0905,,1,5,4,4,161,BEAL,154,,,7/18/18,Danielle L.,Danielle L.,,,,,,,,,,,,,,,,,
0506,,2,1,1,1,164,BELE,518,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,1,1,165,BEAL,332,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,1,3,168,TSCA,472,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,2,2,166,TSCA,264,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,2,2,167,ACRU,260,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,2,3,169,TSCA,247,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,2,3,170,TSCA,381,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,4,1,176,FAGR,11,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,4,1,177,FAGR,19,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,4,2,172,TSCA,208,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,4,2,173,TSCA,167,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,4,2,174,QUAL,,M,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,4,2,175,TSCA,270,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0506,,2,1,4,3,171,TSCA,184,,,7/18/18,"Danielle L, Kitty K, MEB, Ananth MM",AMM,,,,,,,,,,,,,,,,,
0606,,2,2,1,2,178,ACRU,163,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,1,2,179,QURU,292,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,1,2,180,TSCA,342,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,1,2,181,ACRU,223,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,1,2,182,TSCA,354,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,1,2,183,TSCA,326,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,1,4,185,TSCA,123,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,2,2,184,TSCA,449,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,2,3,189,TSCA,451,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,2,4,186,TSCA,460,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,2,4,187,TSCA,383,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,2,4,188,TSCA,115,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,3,1,198,BELE,369,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,3,1,199,TSCA,307,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,3,3,190,ACRU,183,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,3,3,191,TSCA,399,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,3,3,192,TSCA,305,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,3,4,193,ACSA,,M,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,4,2,197,TSCA,423,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,4,3,196,ACSA,187,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,4,4,194,QURU,677,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0606,,2,2,4,4,195,ACSA,309,,,7/19/18,"Danielle Losos, Ananth Miller-Murthy, Simon, Andrew",Paige Johnson,,,,,,,,,,,,,,,,,
0706,,2,3,1,1,200,BELE,335,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,1,201,TSCA,363,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,1,202,BELE,283,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,3,203,ACRU,474,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,3,204,PIST,11,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
0706,,2,3,1,3,205,PIST,13,,,7/19/18,"Ben G, Ananth, Paige",LG,,,,,,,,,,,,,,,,,
