"family","p","t","FDR","mean_pct"
"Sporomusaceae",0.239971202041062,1.16553879466489,0.662755746325005,0.00889627551603922
"Devosiaceae",0.252100512339492,-1.1644165648767,0.662755746325005,0.00164345757569404
"Propionibacteriaceae",0.253049604545045,1.13243880593983,0.662755746325005,0.0105966725185952
"Syntrophomonadaceae",0.262391252665058,1.10977171582276,0.662755746325005,0.00221189134572096
"Lachnospiraceae",0.264878791650866,-1.11704951867319,0.662755746325005,0.0485829260475685
"Micromonosporaceae",0.2727191338125,-1.09031587143403,0.662755746325005,0.0043285117696111
"Anaerovoracaceae",0.276078320691815,1.08201720281583,0.662755746325005,0.00501313864357696
"Methylacidiphilaceae",0.283570222361195,1.0629939100632,0.662755746325005,0.000862044151649877
"Cellulomonadaceae",0.289043546598418,-1.04910283719908,0.662755746325005,0.0475204586306165
"Xanthomonadaceae",0.302462253828286,-1.06703792873324,0.662755746325005,0.00179200039467603
"Sphingomonadaceae",0.304646835931464,-1.01417108751198,0.662755746325005,0.0172419158129215
"Rhodobacteraceae",0.315160428876026,-0.994840340441471,0.662755746325005,0.000997528594921266
"Eggerthellaceae",0.322991424614009,-0.994007585891158,0.662755746325005,0.00274574337110969
"Ilumatobacteraceae",0.324505522503759,-0.973496034043524,0.662755746325005,0.00235128583445776
"Acidothermaceae",0.326113284648907,0.981493125472511,0.662755746325005,0.0231159589845936
"Xanthobacteraceae",0.327954800816941,0.96800748876822,0.662755746325005,0.014164008528989
"Rhizobiaceae",0.329532143926866,-0.96321284352681,0.662755746325005,0.00824008803220533
"Pirellulaceae",0.331377873162503,-0.972110872606494,0.662755746325005,0.000932482660041098
"BIrii41",0.339926585009259,-0.94389355305367,0.664745321795885,0.00139153473074482
"Sedimentibacteraceae",0.379444223113781,0.868543606044096,0.719692865314619,0.00786989785554785
"Micrococcaceae",0.384381416702126,0.861016722195397,0.719692865314619,0.00146847039664674
"Blastocatellaceae",0.395202308708387,0.84149440463518,0.724537565965376,0.00103352328467662
"Dysgonomonadaceae",0.438502296263283,0.765320182996704,0.782488125563574,0.00227430262704172
"Haliangiaceae",0.456440482269874,-0.737451983746821,0.782488125563574,0.0025326264984603
"Frankiaceae",0.462160153001768,0.725818194190931,0.782488125563574,0.0114420237964651
"Moraxellaceae",0.469288003914873,-0.714766588086163,0.782488125563574,0.00156815712297388
"Staphylococcaceae",0.475843569352338,-0.706080838063538,0.782488125563574,0.00238760610236568
"Christensenellaceae",0.480163167959466,0.698992614099949,0.782488125563574,0.00155758527140711
"Pedosphaeraceae",0.51181123567723,0.67033569765836,0.817669298894187,0.00042583202413507
"Clostridiaceae",0.525789382268684,0.626844199683541,0.817669298894187,0.00673575356289675
"Kineosporiaceae",0.531479374557977,-0.618073883008489,0.817669298894187,0.0022801086714898
"Abditibacteriaceae",0.539811788347967,0.60925800597419,0.817669298894187,0.000558858595309022
"Myxococcaceae",0.548210098122239,0.594476775377557,0.817669298894187,0.00236094620682232
"Sandaracinaceae",0.563091262497082,0.582126286852746,0.82586718499572,0.00171495362320362
"Obscuribacteraceae",0.584597434930007,0.539768682148225,0.843353676620338,0.00102697382900636
"Opitutaceae",0.60903225847152,0.512936609809068,0.864432882991836,0.000566146726561943
"Ruminococcaceae",0.622572331890393,-0.489626392802387,0.869624844545311,0.0155637664225284
"Spirosomaceae",0.633769173193395,-0.47005138297891,0.871432613140919,0.00434034279974896
"Oligoflexaceae",0.651582918436086,-0.452927329228257,0.882143028036547,0.000774614952662298
"Rhodanobacteraceae",0.670679742593944,0.426915368918065,0.884550818385657,0.00136296522461693
"Microbacteriaceae",0.673464827634534,-0.427486569559187,0.884550818385657,0.00736506129108373
"LWQ8",0.696090061508124,-0.392170086589065,0.892851496426781,0.00120370043533245
"Streptococcaceae",0.700076741516453,-0.381610674446296,0.892851496426781,0.00537561204965854
"Comamonadaceae",0.719630460022182,-0.359059230996963,0.904678292599315,0.0146235763854175
"Parachlamydiaceae",0.733644606073225,-0.336504623987834,0.909305990625969,0.000935100943647177
"Family XI",0.745410636984649,0.321062120510987,0.909619941599211,0.00334954145786954
"Oscillospiraceae",0.754571087917527,-0.308545312733389,0.909619941599211,0.00811140330293775
"Paenibacillaceae",0.774109487310837,0.284277024770385,0.920562633558833,0.0203928965564205
"Methanobacteriaceae",0.797726401946939,-0.259897591626009,0.935998978284408,0.0247226374245105
"Solirubrobacteraceae",0.820944460343558,-0.223550661586562,0.947430243794695,0.0328106049677788
"Intrasporangiaceae",0.833011956744262,-0.207933140795139,0.947430243794695,0.00147607740090216
"Reyranellaceae",0.839767716090753,-0.203195811207223,0.947430243794695,0.000824539437305248
"Unknown Family",0.86707064960977,0.165174416730984,0.960707856300252,0.0033832794682721
"Bdellovibrionaceae",0.891139954857639,-0.14270682529553,0.960707856300252,0.000842580097041202
"Erysipelotrichaceae",0.894460991802009,0.131074814256386,0.960707856300252,0.00258298355731468
"Pseudomonadaceae",0.895205047916144,0.129014236021515,0.960707856300252,0.00701123760670344
"Gemmatimonadaceae",0.912220840561968,0.108260342570948,0.967173903246424,0.0061806900386126
"Hungateiclostridiaceae",0.928022051374857,-0.0890643757065782,0.972213577630803,0.00169370765971219
"Nocardioidaceae",0.950819519979406,-0.0621761527584184,0.981411594134572,0.00534319645362295
"Micropepsaceae",0.959106785176968,0.0500309469353694,0.981411594134572,0.00203727897059929
"Gemmataceae",0.980534935870222,0.0244216219874711,0.982342774870623,0.00773704817290604
"Mycobacteriaceae",0.982342774870623,-0.0218122986518112,0.982342774870623,0.00751881106551107
